Temp	Epoch		Unit	Date
23.53,	1525898401,	F,		05/09/18+15:40:01
23.53,	1525898469,	F,	05/09/18+15:41:09
67.21,	1525920807,	F,	05/09/18+21:53:27
67.21,	1525920813,	F,	05/09/18+21:53:33
67.21,	1525920819,	F,	05/09/18+21:53:39
67.21,	1525920826,	F,	05/09/18+21:53:46
67.21,	1525920832,	F,	05/09/18+21:53:52
67.21,	1525920838,	F,	05/09/18+21:53:58
67.21,	1525920844,	F,	05/09/18+21:54:04
67.21,	1525920968,	F,	05/09/18+21:56:08
67.10,	1525920975,	F,	05/09/18+21:56:15
67.21,	1525920981,	F,	05/09/18+21:56:21
67.21,	1525920987,	F,	05/09/18+21:56:27
67.21,	1525920994,	F,	05/09/18+21:56:34
67.21,	1525921000,	F,	05/09/18+21:56:40
67.21,	1525921006,	F,	05/09/18+21:56:46
67.21,	1525921107,	F,	05/09/18+21:58:27
67.21,	1525921114,	F,	05/09/18+21:58:34
67.21,	1525921120,	F,	05/09/18+21:58:40
67.21,	1525921126,	F,	05/09/18+21:58:46
67.21,	1525921133,	F,	05/09/18+21:58:53
67.21,	1525921139,	F,	05/09/18+21:58:59
67.21,	1525921145,	F,	05/09/18+21:59:05
67.21,	1525921152,	F,	05/09/18+21:59:12
67.21,	1525921158,	F,	05/09/18+21:59:18
67.21,	1525921159,	F,	05/09/18+21:59:19
67.21,	1525921165,	F,	05/09/18+21:59:25
67.21,	1525921166,	F,	05/09/18+21:59:26
67.21,	1525921171,	F,	05/09/18+21:59:31
67.21,	1525921172,	F,	05/09/18+21:59:32
67.21,	1525921177,	F,	05/09/18+21:59:37
67.21,	1525921178,	F,	05/09/18+21:59:38
67.21,	1525921184,	F,	05/09/18+21:59:44
67.21,	1525921185,	F,	05/09/18+21:59:45
67.21,	1525921190,	F,	05/09/18+21:59:50
67.21,	1525921191,	F,	05/09/18+21:59:51
67.21,	1525921196,	F,	05/09/18+21:59:56
67.21,	1525921197,	F,	05/09/18+21:59:57
67.21,	1525921203,	F,	05/09/18+22:00:03
67.21,	1525921204,	F,	05/09/18+22:00:04
67.21,	1525921210,	F,	05/09/18+22:00:10
67.21,	1525921217,	F,	05/09/18+22:00:17
67.21,	1525921223,	F,	05/09/18+22:00:23
67.21,	1525921230,	F,	05/09/18+22:00:30
67.21,	1525921236,	F,	05/09/18+22:00:36
67.21,	1525921242,	F,	05/09/18+22:00:43
67.21,	1525921249,	F,	05/09/18+22:00:49
67.21,	1525921255,	F,	05/09/18+22:00:55
67.21,	1525921262,	F,	05/09/18+22:01:02
67.21,	1525921268,	F,	05/09/18+22:01:08
67.21,	1525921275,	F,	05/09/18+22:01:15
67.21,	1525921282,	F,	05/09/18+22:01:22
67.21,	1525921288,	F,	05/09/18+22:01:28
67.21,	1525921295,	F,	05/09/18+22:01:35
67.21,	1525921301,	F,	05/09/18+22:01:41
67.21,	1525921308,	F,	05/09/18+22:01:48
67.21,	1525921314,	F,	05/09/18+22:01:54
67.21,	1525921320,	F,	05/09/18+22:02:00
67.21,	1525921327,	F,	05/09/18+22:02:07
67.21,	1525921333,	F,	05/09/18+22:02:13
67.21,	1525921340,	F,	05/09/18+22:02:20
67.21,	1525921346,	F,	05/09/18+22:02:26
67.10,	1525921353,	F,	05/09/18+22:02:33
67.10,	1525921359,	F,	05/09/18+22:02:39
67.10,	1525921366,	F,	05/09/18+22:02:46
67.10,	1525921372,	F,	05/09/18+22:02:52
67.10,	1525921378,	F,	05/09/18+22:02:58
67.10,	1525921385,	F,	05/09/18+22:03:05
67.10,	1525921391,	F,	05/09/18+22:03:11
67.10,	1525921398,	F,	05/09/18+22:03:18
67.10,	1525921404,	F,	05/09/18+22:03:24
67.10,	1525921410,	F,	05/09/18+22:03:31
67.10,	1525921417,	F,	05/09/18+22:03:37
67.10,	1525921423,	F,	05/09/18+22:03:43
67.10,	1525921431,	F,	05/09/18+22:03:51
67.10,	1525921437,	F,	05/09/18+22:03:57
67.10,	1525921443,	F,	05/09/18+22:04:03
66.99,	1525921450,	F,	05/09/18+22:04:10
66.99,	1525921456,	F,	05/09/18+22:04:16
66.99,	1525921463,	F,	05/09/18+22:04:23
66.99,	1525921469,	F,	05/09/18+22:04:29
66.99,	1525921476,	F,	05/09/18+22:04:36
66.99,	1525921482,	F,	05/09/18+22:04:42
66.99,	1525921489,	F,	05/09/18+22:04:49
66.99,	1525921495,	F,	05/09/18+22:04:55
66.99,	1525921502,	F,	05/09/18+22:05:02
66.99,	1525921508,	F,	05/09/18+22:05:08
66.99,	1525921514,	F,	05/09/18+22:05:14
66.99,	1525921521,	F,	05/09/18+22:05:21
66.99,	1525921527,	F,	05/09/18+22:05:27
66.99,	1525921534,	F,	05/09/18+22:05:34
66.99,	1525921540,	F,	05/09/18+22:05:40
66.99,	1525921546,	F,	05/09/18+22:05:47
66.99,	1525921553,	F,	05/09/18+22:05:53
66.99,	1525921559,	F,	05/09/18+22:05:59
66.99,	1525921566,	F,	05/09/18+22:06:06
66.99,	1525921572,	F,	05/09/18+22:06:12
66.88,	1525921579,	F,	05/09/18+22:06:19
66.88,	1525921585,	F,	05/09/18+22:06:25
66.88,	1525921591,	F,	05/09/18+22:06:31
66.88,	1525921598,	F,	05/09/18+22:06:38
66.88,	1525921604,	F,	05/09/18+22:06:44
66.88,	1525921611,	F,	05/09/18+22:06:51
66.88,	1525921617,	F,	05/09/18+22:06:57
66.88,	1525921624,	F,	05/09/18+22:07:04
66.88,	1525921630,	F,	05/09/18+22:07:10
66.88,	1525921636,	F,	05/09/18+22:07:16
66.88,	1525921643,	F,	05/09/18+22:07:23
66.88,	1525921649,	F,	05/09/18+22:07:29
66.88,	1525921656,	F,	05/09/18+22:07:36
66.88,	1525921662,	F,	05/09/18+22:07:42
66.88,	1525921668,	F,	05/09/18+22:07:48
66.88,	1525921675,	F,	05/09/18+22:07:55
66.88,	1525921681,	F,	05/09/18+22:08:01
66.88,	1525921688,	F,	05/09/18+22:08:08
66.76,	1525921694,	F,	05/09/18+22:08:14
66.88,	1525921700,	F,	05/09/18+22:08:20
66.76,	1525921707,	F,	05/09/18+22:08:27
66.76,	1525921713,	F,	05/09/18+22:08:33
66.76,	1525921720,	F,	05/09/18+22:08:40
66.76,	1525921726,	F,	05/09/18+22:08:46
66.76,	1525921733,	F,	05/09/18+22:08:53
66.76,	1525921739,	F,	05/09/18+22:08:59
66.76,	1525921745,	F,	05/09/18+22:09:05
66.76,	1525921752,	F,	05/09/18+22:09:12
66.76,	1525921758,	F,	05/09/18+22:09:18
66.76,	1525921765,	F,	05/09/18+22:09:25
66.76,	1525921771,	F,	05/09/18+22:09:31
66.76,	1525921778,	F,	05/09/18+22:09:38
66.76,	1525921784,	F,	05/09/18+22:09:44
66.76,	1525921790,	F,	05/09/18+22:09:51
66.76,	1525921797,	F,	05/09/18+22:09:57
66.76,	1525921803,	F,	05/09/18+22:10:03
66.76,	1525921810,	F,	05/09/18+22:10:10
66.76,	1525921816,	F,	05/09/18+22:10:16
66.76,	1525921823,	F,	05/09/18+22:10:23
66.76,	1525921829,	F,	05/09/18+22:10:29
66.76,	1525921835,	F,	05/09/18+22:10:35
66.76,	1525921842,	F,	05/09/18+22:10:42
66.65,	1525921848,	F,	05/09/18+22:10:48
66.76,	1525921855,	F,	05/09/18+22:10:55
66.76,	1525921861,	F,	05/09/18+22:11:01
66.65,	1525921868,	F,	05/09/18+22:11:08
66.65,	1525921874,	F,	05/09/18+22:11:14
66.65,	1525921880,	F,	05/09/18+22:11:20
66.65,	1525921887,	F,	05/09/18+22:11:27
66.65,	1525921893,	F,	05/09/18+22:11:33
66.65,	1525921900,	F,	05/09/18+22:11:40
66.65,	1525921906,	F,	05/09/18+22:11:46
66.65,	1525921913,	F,	05/09/18+22:11:53
66.65,	1525921919,	F,	05/09/18+22:11:59
66.65,	1525921926,	F,	05/09/18+22:12:06
66.65,	1525921932,	F,	05/09/18+22:12:12
66.65,	1525921938,	F,	05/09/18+22:12:18
66.65,	1525921945,	F,	05/09/18+22:12:25
66.65,	1525921951,	F,	05/09/18+22:12:31
66.65,	1525921958,	F,	05/09/18+22:12:38
66.65,	1525921964,	F,	05/09/18+22:12:44
66.65,	1525921970,	F,	05/09/18+22:12:50
66.65,	1525921977,	F,	05/09/18+22:12:57
66.65,	1525921983,	F,	05/09/18+22:13:03
66.65,	1525921990,	F,	05/09/18+22:13:10
66.65,	1525921996,	F,	05/09/18+22:13:16
66.65,	1525922002,	F,	05/09/18+22:13:23
66.65,	1525922009,	F,	05/09/18+22:13:29
66.65,	1525922015,	F,	05/09/18+22:13:35
66.65,	1525922022,	F,	05/09/18+22:13:42
66.65,	1525922028,	F,	05/09/18+22:13:48
66.65,	1525922035,	F,	05/09/18+22:13:55
66.65,	1525922041,	F,	05/09/18+22:14:01
66.65,	1525922047,	F,	05/09/18+22:14:07
66.65,	1525922054,	F,	05/09/18+22:14:14
66.65,	1525922060,	F,	05/09/18+22:14:20
66.65,	1525922067,	F,	05/09/18+22:14:27
66.65,	1525922073,	F,	05/09/18+22:14:33
66.65,	1525922079,	F,	05/09/18+22:14:39
66.65,	1525922086,	F,	05/09/18+22:14:46
66.65,	1525922092,	F,	05/09/18+22:14:52
66.54,	1525922099,	F,	05/09/18+22:14:59
66.54,	1525922105,	F,	05/09/18+22:15:05
66.54,	1525922111,	F,	05/09/18+22:15:11
66.54,	1525922118,	F,	05/09/18+22:15:18
66.54,	1525922124,	F,	05/09/18+22:15:24
66.54,	1525922131,	F,	05/09/18+22:15:31
66.54,	1525922137,	F,	05/09/18+22:15:37
66.54,	1525922144,	F,	05/09/18+22:15:44
66.54,	1525922150,	F,	05/09/18+22:15:50
66.54,	1525922156,	F,	05/09/18+22:15:56
66.54,	1525922163,	F,	05/09/18+22:16:03
66.54,	1525922169,	F,	05/09/18+22:16:09
66.54,	1525922176,	F,	05/09/18+22:16:16
66.54,	1525922182,	F,	05/09/18+22:16:22
66.54,	1525922189,	F,	05/09/18+22:16:29
66.54,	1525922195,	F,	05/09/18+22:16:35
66.54,	1525922201,	F,	05/09/18+22:16:41
66.54,	1525922208,	F,	05/09/18+22:16:48
66.54,	1525922214,	F,	05/09/18+22:16:54
66.54,	1525922221,	F,	05/09/18+22:17:01
66.54,	1525922227,	F,	05/09/18+22:17:07
66.54,	1525922234,	F,	05/09/18+22:17:14
66.54,	1525922240,	F,	05/09/18+22:17:20
66.54,	1525922246,	F,	05/09/18+22:17:26
66.54,	1525922253,	F,	05/09/18+22:17:33
66.54,	1525922259,	F,	05/09/18+22:17:39
66.54,	1525922266,	F,	05/09/18+22:17:46
66.54,	1525922272,	F,	05/09/18+22:17:52
66.54,	1525922279,	F,	05/09/18+22:17:59
66.54,	1525922285,	F,	05/09/18+22:18:05
66.54,	1525922291,	F,	05/09/18+22:18:11
66.54,	1525922298,	F,	05/09/18+22:18:18
66.54,	1525922304,	F,	05/09/18+22:18:24
66.54,	1525922311,	F,	05/09/18+22:18:31
66.54,	1525922317,	F,	05/09/18+22:18:37
66.43,	1525922324,	F,	05/09/18+22:18:44
66.54,	1525922330,	F,	05/09/18+22:18:50
66.54,	1525922337,	F,	05/09/18+22:18:57
66.54,	1525922343,	F,	05/09/18+22:19:03
66.54,	1525922349,	F,	05/09/18+22:19:09
66.43,	1525922356,	F,	05/09/18+22:19:16
66.43,	1525922362,	F,	05/09/18+22:19:22
66.43,	1525922369,	F,	05/09/18+22:19:29
66.43,	1525922375,	F,	05/09/18+22:19:35
66.43,	1525922381,	F,	05/09/18+22:19:41
66.43,	1525922388,	F,	05/09/18+22:19:48
66.43,	1525922394,	F,	05/09/18+22:19:54
66.43,	1525922401,	F,	05/09/18+22:20:01
66.43,	1525922407,	F,	05/09/18+22:20:07
66.43,	1525922413,	F,	05/09/18+22:20:13
